,Date,Quality Level,AQI,AQI Rank in China,PM2.5,PM10,SO2,NO2,CO,O3,Weather Condition,Temperature,Wind Force and Wind Direction
1592,2018-07-10,优,49,241,32,34,2,20,0.69,63,阴/雷阵雨,27℃/30℃,东南风<3级/南风<3级
1593,2018-07-11,优,43,161,28,27,2,32,0.61,47,中雨/大雨,22℃/25℃,东南风<3级/北风<3级
1594,2018-07-12,优,44,187,30,25,2,28,0.7,46,小雨/多云,22℃/27℃,西北风<3级/北风<3级
1595,2018-07-13,良,59,295,41,49,2,36,0.82,55,雷阵雨/雷阵雨,24℃/29℃,东南风1-2级/东南风1-2级
1596,2018-07-14,良,80,353,49,43,2,22,0.72,95,小雨/多云,24℃/31℃,东南风1-2级/东南风1-2级
1597,2018-07-15,良,99,355,58,54,3,27,0.85,110,多云/雷阵雨,25℃/32℃,南风<3级/南风<3级
1598,2018-07-16,优,45,181,26,29,2,25,0.72,58,雷阵雨/雷阵雨,24℃/30℃,南风<3级/东北风<3级
1599,2018-07-17,优,27,30,17,16,2,25,0.66,46,大雨/雷阵雨,23℃/26℃,东南风1-2级/东南风1-2级
1600,2018-07-18,轻度污染,105,362,78,58,2,24,1.22,67,多云/多云,25℃/32℃,南风<3级/东风<3级
1601,2018-07-19,良,91,351,67,63,4,31,0.92,75,雷阵雨/雷阵雨,26℃/29℃,东南风1-2级/东南风1-2级
1602,2018-07-20,轻度污染,114,364,83,57,3,26,1.02,104,多云/多云,27℃/33℃,西南风3～4级/南风<3级
1603,2018-07-21,轻度污染,107,361,68,81,3,20,0.8,123,多云/雷阵雨,26℃/34℃,西南风3-4级/西南风3-4级
1604,2018-07-22,良,69,287,42,50,2,24,0.77,71,小雨/多云,25℃/33℃,东南风1-2级/东南风1-2级
1605,2018-07-23,良,81,342,52,60,2,22,0.88,81,雷阵雨/中雨,25℃/32℃,东风<3级/东北风3～4级
1606,2018-07-24,优,27,33,16,22,2,16,0.59,32,大雨/中雨,24℃/28℃,北风3-4级/北风3-4级
1607,2018-07-25,优,36,71,9,16,2,16,0.47,71,多云/多云,25℃/34℃,北风1-2级/北风1-2级
1608,2018-07-26,优,48,165,10,28,2,22,0.49,86,多云/雷阵雨,25℃/34℃,东北风<3级/东南风<3级
1609,2018-07-27,良,68,318,45,56,2,21,1.05,102,多云/多云,23℃/32℃,南风1-2级/南风1-2级
1610,2018-07-28,良,94,344,53,66,2,19,1.04,128,多云/多云,24℃/33℃,南风1-2级/南风1-2级
1611,2018-07-29,轻度污染,111,365,71,89,2,26,1.22,126,多云/多云,25℃/33℃,东南风<3级/南风<3级
1612,2018-07-30,轻度污染,116,365,71,87,2,26,1.1,126,晴/晴,25℃/34℃,东南风1-2级/东南风1-2级
1613,2018-07-31,轻度污染,118,366,61,83,3,28,1.05,135,晴/晴,27℃/35℃,南风<3级/南风<3级
1614,2018-09-02,良,58,289,40,33,2,16,0.73,96,多云/多云,19℃/27℃,南风1-2级/南风1-2级
1615,2018-09-03,优,46,179,16,15,6,14,0.41,59,晴/晴,19℃/32℃,西北风4-5级/西北风4-5级
1616,2018-09-04,优,26,38,6,18,1,21,0.34,51,晴/晴,18℃/30℃,西南风3-4级/西南风3-4级
1617,2018-09-05,优,37,84,10,30,3,28,0.41,65,晴/多云,20℃/31℃,西南风3-4级/西南风3-4级
1618,2018-09-06,优,40,114,7,35,2,17,0.34,55,晴/晴,18℃/27℃,西北风4-5级/西北风4-5级
1619,2018-09-07,优,25,20,4,17,2,14,0.3,48,晴/晴,16℃/27℃,西北风3-4级/西北风3-4级
1620,2018-09-08,优,29,38,6,22,2,24,0.33,46,多云/晴,15℃/27℃,北风1-2级/北风1-2级
1621,2018-09-09,良,55,230,22,54,4,38,0.52,61,晴/晴,16℃/28℃,西南风1-2级/西南风1-2级
1622,2018-09-10,良,66,292,41,72,5,49,0.89,65,多云/多云,19℃/28℃,南风1-2级/南风1-2级
1623,2018-09-11,良,71,316,43,72,5,38,0.76,71,多云/多云,19℃/26℃,南风1-2级/南风1-2级
1624,2018-09-12,良,65,277,42,47,3,36,0.72,88,多云/多云,18℃/29℃,南风1-2级/南风1-2级
1625,2018-09-13,轻度污染,109,363,79,100,4,47,0.93,91,多云/多云,20℃/29℃,南风1-2级/南风1-2级
1626,2018-09-14,轻度污染,128,365,97,114,3,48,1.04,86,多云/多云,19℃/28℃,西南风1-2级/西南风1-2级
1627,2018-09-15,优,39,122,17,25,1,19,0.38,51,多云/多云,15℃/25℃,东北风3-4级/东北风3-4级
1628,2018-09-16,优,30,73,6,24,2,28,0.34,49,晴/晴,14℃/25℃,北风1-2级/北风1-2级
1629,2018-09-17,优,42,199,11,42,2,44,0.42,30,多云/多云,16℃/27℃,南风1-2级/南风1-2级
1630,2018-09-18,优,50,250,18,52,2,45,0.53,32,阴/多云,17℃/25℃,西南风1-2级/西南风1-2级
1631,2018-09-19,良,53,259,25,58,7,50,0.68,23,多云/多云,17℃/25℃,南风1-2级/南风1-2级
1632,2018-09-20,良,64,310,41,67,2,46,0.72,57,多云/多云,16℃/27℃,南风1-2级/南风1-2级
1633,2018-09-21,优,48,183,16,45,2,26,0.36,39,晴/晴,14℃/25℃,西北风4-5级/西北风4-5级
1634,2018-09-22,优,27,20,5,26,1,16,0.25,48,晴/晴,13℃/24℃,西北风3-4级/西北风3-4级
1635,2018-09-23,优,29,56,5,27,2,19,0.26,39,晴/晴,12℃/24℃,西北风4-5级/西北风4-5级
1636,2018-09-24,优,27,45,6,21,2,23,0.31,40,晴/晴,11℃/23℃,南风1-2级/南风1-2级
1637,2018-09-25,优,47,203,21,48,3,29,0.6,61,晴/多云,12℃/24℃,南风1-2级/南风1-2级
1638,2018-09-26,良,52,264,32,54,2,38,0.62,49,多云/多云,14℃/24℃,南风1-2级/南风1-2级
1639,2018-09-27,良,85,347,62,80,4,56,0.89,33,小雨/小雨,12℃/22℃,南风1-2级/南风1-2级
1640,2018-09-28,良,76,334,52,22,2,34,0.75,37,多云/多云,11℃/24℃,南风3-4级/南风3-4级
1641,2018-09-29,优,22,3,6,13,4,21,0.32,37,晴/晴,10℃/21℃,北风3-4级/北风3-4级
1642,2018-09-30,优,23,9,5,18,2,19,0.3,37,多云/多云,13℃/19℃,西北风4-5级/西北风4-5级
1643,2018-10-01,优,31,36,7,19,3,17,0.3,59,晴/晴,12℃/25℃,西北风4-5级/西北风4-5级
1644,2018-10-02,优,32,26,10,27,2,31,0.4,45,晴/晴,10℃/24℃,北风1-2级/北风1-2级
1645,2018-10-03,优,37,41,11,32,3,38,0.44,44,晴/晴,10℃/26℃,北风1-2级/北风1-2级
1646,2018-10-04,良,67,200,41,70,7,51,0.96,69,晴/晴,12℃/25℃,东南风1-2级/东南风1-2级
1647,2018-10-05,轻度污染,105,346,78,94,7,52,1.2,66,多云/多云,14℃/24℃,南风1-2级/南风1-2级
1648,2018-10-06,优,33,24,9,22,2,17,0.3,54,晴/晴,8℃/20℃,北风3-4级/北风3-4级
1649,2018-10-07,优,35,38,9,34,2,35,0.34,34,晴/晴,7℃/21℃,西南风1-2级/西南风1-2级
1650,2018-10-08,优,39,68,9,34,2,33,0.36,42,多云/多云,9℃/21℃,东北风1-2级/东北风1-2级
1651,2018-10-09,优,23,12,3,14,2,12,0.22,43,晴/晴,3℃/16℃,西北风4-5级/西北风4-5级
1652,2018-10-10,优,25,23,5,22,2,23,0.3,31,多云/晴,4℃/17℃,东北风1-2级/东北风1-2级
1653,2018-10-11,优,32,45,9,29,2,32,0.32,33,晴/多云,5℃/18℃,西南风1-2级/西南风1-2级
1654,2018-10-12,良,63,226,33,71,3,54,0.56,33,多云/多云,8℃/20℃,西南风1-2级/西南风1-2级
1655,2018-10-13,轻度污染,107,355,80,103,6,69,0.97,44,晴/晴,8℃/20℃,西南风1-2级/西南风1-2级
1656,2018-10-14,中度污染,179,366,136,147,4,73,1.22,52,多云/多云,10℃/20℃,南风1-2级/南风1-2级
1657,2018-10-15,中度污染,200,365,152,122,4,67,1.41,33,小雨/小雨,11℃/17℃,北风1-2级/北风1-2级
1658,2018-10-16,良,82,302,60,21,2,34,0.86,45,多云/晴,7℃/17℃,北风1-2级/北风1-2级
1659,2018-10-17,良,54,197,32,38,2,39,0.65,28,晴/晴,5℃/18℃,北风1-2级/北风1-2级
1660,2018-10-18,优,49,177,28,48,2,49,0.57,32,晴/晴,5℃/18℃,南风1-2级/南风1-2级
1661,2018-10-19,良,60,264,41,56,3,54,0.64,40,晴/多云,5℃/19℃,南风1-2级/南风1-2级
1662,2018-10-20,良,86,327,63,77,4,64,0.82,39,多云/多云,7℃/18℃,南风1-2级/南风1-2级
1663,2018-10-21,轻度污染,144,355,108,118,6,80,1.27,26,多云/晴,6℃/17℃,东南风1-2级/东南风1-2级
1664,2018-10-22,中度污染,168,366,121,86,4,58,1.21,33,多云/晴,5℃/19℃,西北风1-2级/西北风1-2级
1665,2018-10-23,优,38,78,13,40,2,31,0.36,34,晴/晴,4℃/19℃,西南风1-2级/西南风1-2级
1666,2018-10-24,良,70,225,40,88,3,61,0.77,20,晴/多云,6℃/21℃,南风1-2级/南风1-2级
1667,2018-10-25,轻度污染,112,332,80,118,7,72,1.37,16,多云/晴,8℃/16℃,西风1-2级/西风1-2级
1668,2018-10-26,优,45,92,4,46,2,9,0.21,52,晴/晴,3℃/14℃,西北风4-5级/西北风4-5级
1669,2018-10-27,优,34,48,9,31,3,24,0.28,42,晴/多云,5℃/17℃,西南风1-2级/西南风1-2级
1670,2018-10-28,优,37,66,4,27,2,9,0.2,65,多云/多云,4℃/18℃,西北风4-5级/西北风4-5级
1671,2018-10-29,优,24,12,4,18,2,18,0.25,46,晴/晴,3℃/15℃,西北风3-4级/西北风3-4级
1672,2018-10-30,优,33,44,10,31,2,36,0.42,32,晴/晴,1℃/16℃,北风1-2级/北风1-2级
1673,2018-10-31,优,48,88,21,51,4,46,0.73,21,晴/晴,3℃/17℃,西南风1-2级/西南风1-2级
1674,2018-11-01,良,70,219,43,71,5,59,0.94,23,晴/晴,3℃/17℃,南风1-2级/南风1-2级
1675,2018-11-02,中度污染,151,361,113,130,7,92,1.48,17,晴/晴,4℃/15℃,南风1-2级/南风1-2级
1676,2018-11-03,重度污染,210,365,160,157,7,87,1.68,34,多云/多云,6℃/16℃,南风1-2级/南风1-2级
1677,2018-11-04,轻度污染,107,342,81,57,2,48,0.85,17,小雨/多云,2℃/11℃,北风3-4级/北风3-4级
1678,2018-11-05,优,29,23,18,26,2,35,0.45,17,多云/多云,2℃/10℃,东北风1-2级/东北风1-2级
1679,2018-11-06,优,33,87,14,32,2,38,0.48,19,多云/多云,0℃/12℃,东北风1-2级/东北风1-2级
1680,2018-11-07,良,52,246,26,53,3,48,0.69,10,多云/多云,2℃/12℃,南风1-2级/南风1-2级
1681,2018-11-08,良,91,341,66,98,6,70,1.1,6,晴/晴,2℃/14℃,西南风1-2级/西南风1-2级
1682,2018-11-09,良,63,243,34,63,3,40,0.66,32,晴/多云,1℃/16℃,西北风3-4级/西北风3-4级
1683,2018-11-10,优,37,44,12,37,2,36,0.38,24,多云/多云,2℃/11℃,东南风1-2级/东南风1-2级
1684,2018-11-11,良,70,231,44,78,4,54,0.73,22,晴/晴,1℃/14℃,西南风1-2级/西南风1-2级
1685,2018-11-12,轻度污染,126,330,94,117,5,71,1.15,15,晴/晴,2℃/14℃,西南风1-2级/西南风1-2级
1686,2018-11-13,重度污染,222,363,175,110,5,78,1.69,15,多云/多云,5℃/13℃,东南风1-2级/东南风1-2级
1687,2018-11-14,严重污染,274,367,223,51,4,75,2.24,15,雾/多云,5℃/11℃,南风1-2级/南风1-2级
1688,2018-11-15,良,92,296,65,17,2,32,0.87,30,阴/多云,1℃/10℃,北风3-4级/北风3-4级
1689,2018-11-16,优,33,92,12,27,3,27,0.38,37,晴/多云,-2℃/8℃,北风1-2级/北风1-2级
1690,2018-11-17,良,67,311,41,77,6,58,0.79,10,多云/晴,-2℃/9℃,南风1-2级/南风1-2级
1691,2018-11-18,良,67,269,31,78,5,40,0.68,30,晴/晴,-3℃/11℃,西北风3-4级/西北风3-4级
1692,2018-11-19,良,77,271,43,93,9,62,1.01,10,晴/多云,-2℃/10℃,西南风1-2级/西南风1-2级
1693,2018-11-20,良,71,239,39,85,7,50,0.83,23,多云/多云,-1℃/10℃,东北风3-4级/东北风3-4级
1694,2018-11-21,优,44,127,19,47,3,30,0.49,33,晴/晴,-3℃/9℃,西北风3-4级/西北风3-4级
1695,2018-11-22,良,56,164,26,61,6,47,0.7,18,晴/多云,-3℃/8℃,南风1-2级/南风1-2级
1696,2018-11-23,良,92,286,67,103,12,61,1.38,6,多云/多云,0℃/7℃,东北风1-2级/东北风1-2级
1697,2018-11-24,轻度污染,118,289,87,107,9,59,1.18,21,晴/晴,-3℃/10℃,西南风1-2级/西南风1-2级
1698,2018-11-25,轻度污染,117,248,87,113,7,69,1.3,11,晴/晴,-3℃/10℃,西南风1-2级/西南风1-2级
1699,2018-11-26,严重污染,252,321,204,233,10,101,2.25,6,浮尘/多云,0℃/10℃,西南风1-2级/西南风1-2级
1700,2018-11-27,中度污染,192,287,56,282,2,30,0.51,40,晴/多云,-3℃/9℃,北风3-4级/北风3-4级
1701,2018-11-28,轻度污染,115,226,54,179,14,65,1.25,7,晴/晴,-3℃/8℃,北风1-2级/北风1-2级
1702,2018-11-29,轻度污染,104,229,56,156,13,63,1.51,8,晴/晴,-4℃/7℃,南风1-2级/南风1-2级
1703,2018-11-30,轻度污染,120,239,87,177,11,80,1.89,7,晴/晴,-3℃/8℃,西南风1-2级/西南风1-2级
1704,2019-01-01,良,53,128,35,52,8,42,0.82,22,晴/多云,-10℃/1℃,北风1-2级/北风1-2级
1705,2019-01-02,良,65,147,45,61,10,50,0.94,19,多云/多云,-9℃/1℃,南风1-2级/南风1-2级
1706,2019-01-03,中度污染,163,292,123,137,20,79,1.85,6,霾/霾,-7℃/2℃,西南风1-2级/西南风1-2级
1707,2019-01-04,优,49,106,22,44,5,27,0.54,46,晴/晴,-7℃/2℃,北风3-4级/北风3-4级
1708,2019-01-05,优,31,42,13,30,7,33,0.51,35,多云/多云,-8℃/0℃,北风1-2级/北风1-2级
1709,2019-01-06,良,85,196,60,91,11,67,1.2,8,晴/多云,-7℃/3℃,西南风1-2级/西南风1-2级
1710,2019-01-07,良,57,114,34,56,8,42,0.8,30,多云/多云,-7℃/2℃,北风3-4级/北风3-4级
1711,2019-01-08,优,31,50,9,27,3,24,0.39,45,晴/晴,-10℃/1℃,北风3-4级/北风3-4级
1712,2019-01-09,良,59,176,37,63,10,55,0.83,15,多云/晴,-9℃/2℃,西南风3-4级/西南风3-4级
1713,2019-01-10,轻度污染,104,267,77,112,13,76,1.47,7,晴/多云,-7℃/4℃,西南风1-2级/西南风1-2级
1714,2019-01-11,轻度污染,136,266,103,129,15,78,1.71,9,霾/霾,-6℃/5℃,西南风1-2级/西南风1-2级
1715,2019-01-12,重度污染,241,333,199,215,13,97,2.47,7,霾/霾,-5℃/5℃,北风3-4级/北风3-4级
1716,2019-01-13,中度污染,159,272,130,139,5,60,1.56,28,晴/霾,-7℃/6℃,北风3-4级/北风3-4级
1717,2019-01-14,中度污染,154,255,106,142,7,71,1.57,19,多云/多云,-8℃/6℃,北风3-4级/北风3-4级
1718,2019-01-15,良,54,124,7,60,3,15,0.36,49,晴/晴,-10℃/-2℃,北风3-4级/北风3-4级
1719,2019-01-16,良,60,160,35,68,9,54,0.81,17,晴/晴,-8℃/2℃,西南风1-2级/西南风1-2级
1720,2019-01-17,良,66,135,42,74,12,58,1.01,15,晴/霾,-7℃/5℃,北风1-2级/北风1-2级
1721,2019-01-18,良,86,190,63,105,14,72,1.39,10,多云/多云,-6℃/6℃,西南风1-2级/西南风1-2级
1722,2019-01-19,优,34,22,11,33,5,23,0.4,45,多云/多云,-5℃/4℃,北风1-2级/北风1-2级
1723,2019-01-20,优,34,23,9,31,2,19,0.34,54,晴/晴,-7℃/5℃,西北风3-4级/西北风3-4级
1724,2019-01-21,良,53,97,22,59,6,41,0.57,35,晴/晴,-4℃/9℃,北风1-2级/北风1-2级
1725,2019-01-22,良,60,78,26,69,6,48,0.76,28,晴/晴,-3℃/10℃,北风3-4级/北风3-4级
1726,2019-01-23,优,47,47,22,51,5,44,0.66,31,晴/晴,-4℃/10℃,东南风1-2级/东南风1-2级
1727,2019-01-24,良,80,139,58,75,10,50,1.15,22,多云/多云,-5℃/5℃,东北风1-2级/东北风1-2级
1728,2019-01-25,优,35,18,11,34,3,20,0.41,48,晴/晴,-6℃/5℃,北风3-4级/北风3-4级
1729,2019-01-26,优,35,11,21,35,4,31,0.55,37,晴/多云,-5℃/5℃,西南风1-2级/西南风1-2级
1730,2019-01-27,良,90,224,50,102,9,44,0.88,29,多云/晴,-5℃/7℃,西北风3-4级/西北风3-4级
1731,2019-01-28,良,52,70,29,54,5,29,0.55,46,晴/多云,-4℃/6℃,南风1-2级/南风1-2级
1732,2019-01-29,轻度污染,135,290,102,134,15,71,1.42,13,多云/多云,-4℃/6℃,西南风1-2级/西南风1-2级
1733,2019-01-30,良,74,162,31,79,5,24,0.6,48,多云/多云,-7℃/3℃,北风4-5级/北风4-5级
1734,2019-01-31,优,33,15,11,22,4,16,0.43,49,多云/多云,-8℃/2℃,西南风1-2级/西南风1-2级
1735,2019-02-01,良,67,152,40,81,6,45,0.89,27,晴/多云,-5℃/6℃,西南风1-2级/西南风1-2级
1736,2019-02-02,轻度污染,138,333,103,134,7,53,1.39,17,多云/多云,-3℃/3℃,南风1-2级/南风1-2级
1737,2019-02-03,轻度污染,115,271,43,159,2,14,0.45,57,多云/晴,-7℃/7℃,北风3-4级/北风3-4级
1738,2019-02-04,良,77,172,41,99,5,24,0.8,43,晴/晴,-6℃/4℃,北风1-2级/北风1-2级
1739,2019-02-05,中度污染,153,253,97,221,9,25,0.88,35,多云/霾,-5℃/1℃,东南风1-2级/东南风1-2级
1740,2019-02-06,良,83,196,55,110,13,22,1.12,39,小雪/多云,-7℃/0℃,东风1-2级/东风1-2级
1741,2019-02-07,优,35,50,7,28,2,8,0.32,61,多云/多云,-10℃/-3℃,西南风1-2级/西南风1-2级
1742,2019-02-08,优,43,181,24,44,5,18,0.45,52,多云/晴,-7℃/-1℃,西南风1-2级/西南风1-2级
1743,2019-02-09,优,31,56,8,19,3,11,0.33,56,多云/多云,-8℃/0℃,西南风1-2级/西南风1-2级
1744,2019-02-10,优,39,116,24,34,5,21,0.5,41,多云/多云,-8℃/-1℃,西南风1-2级/西南风1-2级
1745,2019-02-11,良,55,163,36,51,7,28,0.72,39,多云/多云,-6℃/3℃,北风1-2级/北风1-2级
1746,2019-02-12,优,49,132,28,51,6,23,0.75,39,小雪/多云,-7℃/-3℃,东风1-2级/东风1-2级
1747,2019-02-13,优,39,77,21,31,2,21,0.54,44,多云/多云,-6℃/1℃,东北风3-4级/东北风3-4级
1748,2019-02-14,良,70,237,50,45,4,30,0.9,31,小雪/多云,-6℃/-3℃,南风1-2级/南风1-2级
1749,2019-02-15,优,35,83,10,18,2,9,0.32,61,晴/晴,-7℃/2℃,西北风4-5级/西北风4-5级
1750,2019-02-16,优,32,56,7,18,2,11,0.33,63,晴/晴,-6℃/3℃,北风3-4级/北风3-4级
1751,2019-02-17,优,33,60,12,21,3,21,0.41,55,晴/多云,-4℃/6℃,北风1-2级/北风1-2级
1752,2019-02-18,优,42,139,28,38,6,44,0.69,32,阴/阴,-3℃/4℃,南风1-2级/南风1-2级
1753,2019-02-19,轻度污染,115,273,86,44,4,36,0.96,42,晴/晴,-4℃/7℃,西北风1-2级/西北风1-2级
1754,2019-02-20,良,58,118,38,38,4,28,0.58,59,晴/晴,-4℃/9℃,西南风1-2级/西南风1-2级
1755,2019-02-21,轻度污染,120,257,90,64,5,49,1.1,45,晴/多云,-3℃/11℃,西南风1-2级/西南风1-2级
1756,2019-02-22,轻度污染,131,283,100,55,5,57,1.28,32,霾/霾,-2℃/10℃,北风1-2级/北风1-2级
1757,2019-02-23,中度污染,168,310,128,36,8,63,1.55,47,霾/霾,-2℃/12℃,南风1-2级/南风1-2级
1758,2019-02-24,轻度污染,110,243,80,14,4,46,0.96,48,晴/多云,-1℃/13℃,东北风1-2级/东北风1-2级
1759,2019-02-25,良,70,178,49,63,8,46,0.94,39,多云/多云,-2℃/11℃,南风1-2级/南风1-2级
1760,2019-02-26,良,71,177,50,77,9,56,0.91,27,多云/多云,-2℃/10℃,东南风1-2级/东南风1-2级
1761,2019-02-27,轻度污染,118,284,89,99,7,57,1.06,43,晴/晴,-2℃/12℃,西南风1-2级/西南风1-2级
1762,2019-02-28,轻度污染,106,270,75,104,6,51,0.9,50,晴/晴,-1℃/14℃,北风1-2级/北风1-2级
1763,2019-03-01,轻度污染,150,313,114,131,8,58,1.12,57,晴/晴,1℃/15℃,南风1-2级/南风1-2级
1764,2019-03-02,重度污染,235,358,185,122,8,66,1.41,71,霾/霾,3℃/15℃,西南风3-4级/西南风3-4级
1765,2019-03-03,重度污染,212,353,161,132,9,60,1.35,67,霾/霾,1℃/14℃,西南风1-2级/西南风1-2级
1766,2019-03-04,轻度污染,141,309,106,69,5,51,1.04,59,多云/多云,2℃/16℃,北风1-2级/北风1-2级
1767,2019-03-05,轻度污染,126,287,85,81,4,42,0.91,54,晴/晴,4℃/17℃,西北风3-4级/西北风3-4级
1768,2019-03-06,优,37,73,7,19,1,14,0.29,71,晴/晴,-2℃/11℃,北风4-5级/北风4-5级
1769,2019-03-07,优,37,69,17,36,3,34,0.45,52,晴/晴,-1℃/13℃,西南风1-2级/西南风1-2级
1770,2019-03-08,良,81,287,56,100,8,55,0.74,44,多云/多云,3℃/14℃,南风1-2级/南风1-2级
1771,2019-03-09,轻度污染,111,346,83,121,8,60,0.82,39,阴/多云,2℃/12℃,北风1-2级/北风1-2级
1772,2019-03-10,轻度污染,144,354,109,66,4,52,0.97,41,小雨/多云,2℃/13℃,北风1-2级/北风1-2级
1773,2019-03-11,良,51,85,24,24,2,24,0.46,53,晴/晴,1℃/16℃,西北风4-5级/西北风4-5级
1774,2019-03-12,优,36,8,4,25,1,9,0.25,69,晴/晴,1℃/12℃,西北风3-4级/西北风3-4级
1775,2019-03-13,优,34,5,7,29,1,20,0.3,58,多云/多云,2℃/16℃,西北风3-4级/西北风3-4级
1776,2019-03-14,优,39,23,6,38,2,21,0.3,58,多云/多云,4℃/16℃,西北风3-4级/西北风3-4级
1777,2019-03-15,优,50,108,9,48,1,14,0.25,70,多云/多云,0℃/14℃,南风3-4级/南风3-4级
1778,2019-03-16,良,56,122,22,63,3,36,0.49,42,晴/晴,2℃/19℃,西北风3-4级/西北风3-4级
1779,2019-03-17,良,75,239,46,94,6,48,0.67,53,晴/多云,4℃/20℃,西南风3-4级/西南风3-4级
1780,2019-03-18,轻度污染,130,354,98,140,9,69,0.84,57,多云/晴,6℃/21℃,南风1-2级/南风1-2级
1781,2019-03-19,中度污染,168,356,126,170,8,74,0.98,70,多云/多云,12℃/25℃,南风3-4级/南风3-4级
1782,2019-03-20,良,93,303,65,100,5,38,0.66,62,小雨/多云,6℃/20℃,西北风1-2级/西北风1-2级
1783,2019-03-21,优,38,31,5,25,1,8,0.26,70,晴/晴,0℃/13℃,北风4-5级/北风4-5级
1784,2019-03-22,优,35,40,7,30,1,17,0.25,59,晴/晴,3℃/15℃,西北风3-4级/西北风3-4级
1785,2019-03-23,优,41,119,10,31,2,11,0.26,72,晴/晴,2℃/12℃,西南风1-2级/西南风1-2级
1786,2019-03-24,良,68,222,34,83,5,40,0.43,45,晴/晴,4℃/19℃,西南风3-4级/西南风3-4级
1787,2019-03-25,良,54,131,22,61,2,37,0.45,54,晴/晴,5℃/22℃,西北风3-4级/西北风3-4级
1788,2019-03-26,良,84,275,43,115,9,42,0.76,55,晴/晴,4℃/19℃,东南风1-2级/东南风1-2级
1789,2019-03-27,轻度污染,103,321,66,133,6,51,0.96,47,多云/多云,4℃/21℃,东北风3-4级/东北风3-4级
1790,2019-03-28,良,59,175,24,67,6,27,0.55,53,多云/多云,2℃/11℃,南风1-2级/南风1-2级
1791,2019-03-29,良,73,240,22,92,3,30,0.41,47,小雨/晴,4℃/13℃,西北风3-4级/西北风3-4级
1792,2019-03-30,优,36,9,4,24,1,7,0.24,70,晴/晴,0℃/12℃,西北风4-5级/西北风4-5级
1793,2019-03-31,优,33,8,8,29,1,23,0.32,54,多云/多云,2℃/16℃,西北风3-4级/西北风3-4级
1794,2019-04-01,优,39,40,11,37,1,27,0.34,58,晴/多云,4℃/16℃,南风1-2级/南风1-2级
1795,2019-04-02,良,57,186,27,65,5,37,0.57,51,晴/晴,3℃/19℃,东北风1-2级/东北风1-2级
1796,2019-04-03,良,80,289,56,86,7,47,0.69,72,晴/晴,8℃/21℃,西南风3-4级/西南风3-4级
1797,2019-04-04,轻度污染,106,305,70,124,6,52,0.65,74,扬沙/多云,9℃/28℃,南风3-4级/南风3-4级
1798,2019-04-05,重度污染,210,354,38,282,3,22,0.32,66,扬沙/多云,8℃/21℃,东南风3-4级/东南风3-4级
1799,2019-04-06,轻度污染,137,343,39,222,5,33,0.53,57,多云/晴,6℃/19℃,南风3-4级/南风3-4级
1800,2019-04-07,良,76,233,39,101,7,38,0.59,64,多云/多云,7℃/19℃,南风1-2级/南风1-2级
1801,2019-04-08,良,62,167,31,74,11,34,0.88,55,多云/小雨,5℃/17℃,南风3-4级/南风3-4级
1802,2019-04-09,优,38,34,22,30,2,20,0.48,57,小雨/多云,3℃/9℃,北风3-4级/北风3-4级
1803,2019-04-10,优,44,110,24,29,2,25,0.38,62,多云/多云,9℃/18℃,北风1-2级/北风1-2级
1804,2019-04-11,良,64,272,45,63,1,36,0.43,63,多云/多云,6℃/19℃,南风1-2级/南风1-2级
1805,2019-04-12,良,82,279,59,81,3,38,0.52,66,多云/多云,9℃/22℃,西南风4-5级/西南风4-5级
1806,2019-04-13,轻度污染,118,336,82,95,3,36,0.57,63,多云/晴,7℃/23℃,北风3-4级/北风3-4级
1807,2019-04-14,良,56,177,16,62,1,22,0.28,77,晴/晴,8℃/23℃,西南风3-4级/西南风3-4级
1808,2019-04-15,良,76,303,43,95,5,40,0.45,65,多云/多云,12℃/26℃,南风3-4级/南风3-4级
1809,2019-04-16,良,98,337,68,107,6,34,0.54,100,晴/晴,13℃/26℃,南风3-4级/南风3-4级
1810,2019-04-17,轻度污染,141,348,106,134,8,51,0.97,103,晴/多云,16℃/28℃,西南风3-4级/西南风3-4级
1811,2019-04-18,轻度污染,124,338,40,162,2,19,0.4,84,多云/多云,10℃/23℃,东北风3-4级/东北风3-4级
1812,2019-04-19,良,62,177,20,72,2,25,0.4,68,多云/小雨,10℃/20℃,南风1-2级/南风1-2级
1813,2019-04-20,良,56,151,36,49,1,39,0.5,30,小雨/多云,8℃/15℃,北风1-2级/北风1-2级
1814,2019-04-21,轻度污染,112,340,59,163,4,40,0.8,55,晴/晴,8℃/22℃,南风3-4级/南风3-4级
1815,2019-04-22,轻度污染,127,349,92,136,3,41,0.88,100,多云/多云,14℃/26℃,南风3-4级/南风3-4级
1816,2019-04-23,轻度污染,127,356,95,100,1,28,0.72,68,多云/多云,15℃/27℃,东南风3-4级/东南风3-4级
1817,2019-04-24,良,66,201,45,35,1,26,0.6,39,小雨/小雨,9℃/19℃,东北风4-5级/东北风4-5级
1818,2019-04-25,优,38,43,8,18,2,14,0.23,77,多云/多云,8℃/18℃,东北风1-2级/东北风1-2级
1819,2019-04-26,优,44,78,18,28,2,16,0.28,84,晴/多云,10℃/20℃,西南风1-2级/西南风1-2级
1820,2019-04-27,良,56,209,37,39,2,25,0.41,57,小雨/多云,6℃/15℃,西南风3-4级/西南风3-4级
